Domain,Page,Visible words,FAQs,Audit result,File
"Industrial Equipment","Shuttle and Reversible Belt Conveyor","2323","14","Baseline content depth achieved","industrial-equipment/conveying-systems/belt-conveyors/special-belt-conveyors/shuttle-and-reversible-belt-conveyor/index.html"
"Industrial Equipment","Sidewall and Cleated Belt Conveyor","2323","14","Baseline content depth achieved","industrial-equipment/conveying-systems/belt-conveyors/special-belt-conveyors/sidewall-and-cleated-belt-conveyor/index.html"
"Industrial Equipment","Gravity and Powered Roller Conveyor","2324","14","Baseline content depth achieved","industrial-equipment/conveying-systems/other-conveyors/unit-load-conveying/gravity-and-powered-roller-conveyor/index.html"
"Industrial Equipment","Burners, Igniters and Flame Scanners","2325","14","Baseline content depth achieved","industrial-equipment/boilers-steam-and-combustion-equipment/combustion-equipment/furnace-system/burners-igniters-and-flame-scanners/index.html"
"Industrial Equipment","Dense Phase Pressure Conveying System","2332","14","Baseline content depth achieved","industrial-equipment/conveying-systems/pneumatic-conveying-systems/dense-phase-conveying/dense-phase-pressure-conveying-system/index.html"
"Industrial Equipment","Dense Phase Vacuum Conveying System","2332","14","Baseline content depth achieved","industrial-equipment/conveying-systems/pneumatic-conveying-systems/dense-phase-conveying/dense-phase-vacuum-conveying-system/index.html"
"Industrial Equipment","Air Preheater: Function and Components","2334","14","Baseline content depth achieved","industrial-equipment/boilers-steam-and-combustion-equipment/boiler-pressure-parts/heat-recovery/air-preheater-function-and-components/index.html"
"Industrial Equipment","Boiler Drum: Function and Components","2337","14","Baseline content depth achieved","industrial-equipment/boilers-steam-and-combustion-equipment/boiler-pressure-parts/water-and-steam-circuit/boiler-drum-function-and-components/index.html"
"Industrial Equipment","Water Walls and Evaporator Tubes","2340","14","Baseline content depth achieved","industrial-equipment/boilers-steam-and-combustion-equipment/boiler-pressure-parts/water-and-steam-circuit/water-walls-and-evaporator-tubes/index.html"
"Industrial Equipment","Fuel Oil and Gas Firing System","2341","14","Baseline content depth achieved","industrial-equipment/boilers-steam-and-combustion-equipment/combustion-equipment/fuel-preparation/fuel-oil-and-gas-firing-system/index.html"
"Industrial Equipment","Wind Box and Air Distribution System","2341","14","Baseline content depth achieved","industrial-equipment/boilers-steam-and-combustion-equipment/combustion-equipment/furnace-system/wind-box-and-air-distribution-system/index.html"
"Industrial Equipment","Boiler Safety Valves and Protection Systems","2351","14","Baseline content depth achieved","industrial-equipment/boilers-steam-and-combustion-equipment/boiler-auxiliary-equipment/cleaning-and-protection/boiler-safety-valves-and-protection-systems/index.html"
"Industrial Equipment","Soot Blowers and Boiler Cleaning Equipment","2351","14","Baseline content depth achieved","industrial-equipment/boilers-steam-and-combustion-equipment/boiler-auxiliary-equipment/cleaning-and-protection/soot-blowers-and-boiler-cleaning-equipment/index.html"
"Industrial Equipment","Flue Gas Ducts and Expansion Joints","2357","14","Baseline content depth achieved","industrial-equipment/boilers-steam-and-combustion-equipment/boiler-exit-systems/flue-gas-path/flue-gas-ducts-and-expansion-joints/index.html"
"Industrial Equipment","Dampers in Boiler and Flue Gas Systems","2367","14","Baseline content depth achieved","industrial-equipment/boilers-steam-and-combustion-equipment/boiler-exit-systems/flue-gas-path/dampers-in-boiler-and-flue-gas-systems/index.html"
"Industrial Processes","Clinker Cooler Performance and Heat Recovery","2472","8","Baseline content depth achieved","industrial-processes/cement-manufacturing-process/pyroprocessing/clinker-cooling/clinker-cooler-performance-and-heat-recovery/index.html"
"Industrial Processes","Rotary Kiln Shell, Tyres and Support Rollers","2481","8","Baseline content depth achieved","industrial-processes/cement-manufacturing-process/pyroprocessing/preheater-and-calciner/rotary-kiln-shell-tyres-and-support-rollers/index.html"
"Industrial Processes","Alternative Fuels in Cement Kilns","2490","8","Baseline content depth achieved","industrial-processes/cement-manufacturing-process/pyroprocessing/preheater-and-calciner/alternative-fuels-in-cement-kilns/index.html"
"Industrial Processes","Cement Grinding Systems: Mill Types and Separator Performance","2499","8","Baseline content depth achieved","industrial-processes/cement-manufacturing-process/cement-finishing/grinding/cement-grinding-systems-mill-types-and-separator-performance/index.html"
"Industrial Processes","Cement Process Quality Control and Laboratory Testing","2503","8","Baseline content depth achieved","industrial-processes/cement-manufacturing-process/cement-finishing/packing/cement-process-quality-control-and-laboratory-testing/index.html"
"Industrial Processes","Cement Kiln Refractories: Selection and Failure Modes","2522","8","Baseline content depth achieved","industrial-processes/cement-manufacturing-process/pyroprocessing/preheater-and-calciner/cement-kiln-refractories-selection-and-failure-modes/index.html"
"Industrial Processes","Cement Process Gas Conditioning and Emission Control","2524","8","Baseline content depth achieved","industrial-processes/cement-manufacturing-process/environmental-systems/material-transfer/cement-process-gas-conditioning-and-emission-control/index.html"
"Industrial Processes","Cement Kiln Heat Balance and Specific Heat Consumption","2556","8","Baseline content depth achieved","industrial-processes/cement-manufacturing-process/pyroprocessing/preheater-and-calciner/cement-kiln-heat-balance-and-specific-heat-consumption/index.html"
"Industrial Processes","Bulk Material Receiving Process","3149","14","Baseline content depth achieved","industrial-processes/bulk-material-handling-processes/receiving-and-storage-truck-wagon-and-ship-unloading-unloading-conveying-and-stockyard-bulk-material-receiving-process/index.html"
"Industrial Processes","Chemical Plant Effluent Treatment Process","3151","14","Baseline content depth achieved","industrial-processes/chemical-and-petrochemical-processes/process-support-systems/effluent-treatment/chemical-plant-effluent-treatment-process/index.html"
"Industrial Processes","Chemical Storage and Transfer Process","3169","14","Baseline content depth achieved","industrial-processes/chemical-and-petrochemical-processes/feed-and-storage-systems/liquid-storage/chemical-storage-and-transfer-process/index.html"
"Industrial Processes","Process Heat Recovery and Heat Exchanger Networks","3186","14","Baseline content depth achieved","industrial-processes/chemical-and-petrochemical-processes/core-process-operations/heat-exchange/process-heat-recovery-and-heat-exchanger-networks/index.html"
"Industrial Processes","Wind Power Generation Process Flow","3348","14","Baseline content depth achieved","industrial-processes/power-generation-processes/renewable-power-processes/wind/wind-power-generation-process-flow/index.html"
"Industrial Processes","Biomass and Waste-to-Energy Power Generation Process","3368","14","Baseline content depth achieved","industrial-processes/power-generation-processes/renewable-power-processes/biomass-and-waste/biomass-and-waste-to-energy-power-generation-process/index.html"
"Industrial Processes","STP Process Flow","3911","14","Baseline content depth achieved","industrial-processes/water-and-wastewater-treatment-processes/stp-sewage-treatment-primary-secondary-and-tertiary-treatment-stp-process-flow/index.html"
"Industrial Processes","Industrial ETP Process","3917","14","Baseline content depth achieved","industrial-processes/water-and-wastewater-treatment-processes/etp-biological-and-physico-chemical-treatment-aeration-clarification-and-sludge-industrial-etp-process/index.html"
"Industrial Processes","Blast Furnace Ironmaking Process","3930","14","Baseline content depth achieved","industrial-processes/steel-manufacturing-process/ironmaking/blast-furnace/blast-furnace-ironmaking-process/index.html"
"Industrial Processes","Cooling Water Process Flow","3930","14","Baseline content depth achieved","industrial-processes/industrial-utility-processes/cooling-water-recirculating-water-system-cooling-tower-pumps-and-exchangers-cooling-water-process-flow/index.html"
"Industrial Processes","Sinter Plant Process Flow","3933","14","Baseline content depth achieved","industrial-processes/steel-manufacturing-process/ironmaking/raw-material-preparation/sinter-plant-process-flow/index.html"
"Industrial Processes","Continuous Casting Process","3934","14","Baseline content depth achieved","industrial-processes/steel-manufacturing-process/casting-and-rolling/continuous-casting/continuous-casting-process/index.html"
"Industrial Processes","Compressed Air Process Flow","3942","14","Baseline content depth achieved","industrial-processes/industrial-utility-processes/compressed-air-air-generation-and-distribution-compression-drying-and-headers-compressed-air-process-flow/index.html"
"Industrial Processes","Silo Discharge Process","3943","14","Baseline content depth achieved","industrial-processes/bulk-material-handling-processes/silo-and-hopper-discharge-controlled-feeding-extraction-flow-control-and-conveying-silo-discharge-process/index.html"
"Industrial Processes","Hot Rolling Mill Process","3944","14","Baseline content depth achieved","industrial-processes/steel-manufacturing-process/casting-and-rolling/rolling/hot-rolling-mill-process/index.html"
"Industrial Processes","Industrial Fuel Supply Process","3945","14","Baseline content depth achieved","industrial-processes/industrial-utility-processes/fuel-systems-fuel-oil-and-gas-systems-storage-conditioning-and-firing-industrial-fuel-supply-process/index.html"
"Industrial Processes","Basic Oxygen Furnace Steelmaking Process","3948","14","Baseline content depth achieved","industrial-processes/steel-manufacturing-process/steelmaking/basic-oxygen-furnace/basic-oxygen-furnace-steelmaking-process/index.html"
"Industrial Processes","Crushing and Screening Process","3948","14","Baseline content depth achieved","industrial-processes/bulk-material-handling-processes/crushing-and-screening-size-reduction-crushing-screening-and-conveying-crushing-and-screening-process/index.html"
"Industrial Processes","Electric Arc Furnace Steelmaking Process","3948","14","Baseline content depth achieved","industrial-processes/steel-manufacturing-process/steelmaking/electric-arc-furnace/electric-arc-furnace-steelmaking-process/index.html"
"Industrial Processes","Raw Water Treatment Process","3948","14","Baseline content depth achieved","industrial-processes/water-and-wastewater-treatment-processes/raw-water-treatment-clarification-and-filtration-coagulation-flocculation-and-settling-raw-water-treatment-process/index.html"
"Industrial Processes","Ash Handling Process Flow","3949","14","Baseline content depth achieved","industrial-processes/bulk-material-handling-processes/ash-handling-dry-and-wet-ash-systems-collection-conveying-and-storage-ash-handling-process-flow/index.html"
"Industrial Processes","Distillation Column Process Flow","3949","14","Baseline content depth achieved","industrial-processes/chemical-and-petrochemical-processes/core-process-operations/distillation/distillation-column-process-flow/index.html"
"Industrial Processes","Chemical Reactor Process Fundamentals","3952","14","Baseline content depth achieved","industrial-processes/chemical-and-petrochemical-processes/core-process-operations/reaction-systems/chemical-reactor-process-fundamentals/index.html"
"Industrial Processes","Industrial Steam and Condensate Process","3958","14","Baseline content depth achieved","industrial-processes/industrial-utility-processes/steam-systems-steam-distribution-and-condensate-return-traps-headers-and-recovery-industrial-steam-and-condensate-process/index.html"
"Industrial Processes","Steel Plant Gas Cleaning Process","3973","14","Baseline content depth achieved","industrial-processes/steel-manufacturing-process/environmental-and-utility-systems/gas-cleaning/steel-plant-gas-cleaning-process/index.html"
"Industrial Processes","Water Recirculation Process in Steel Plants","3976","14","Baseline content depth achieved","industrial-processes/steel-manufacturing-process/environmental-and-utility-systems/water-systems/water-recirculation-process-in-steel-plants/index.html"
"Industrial Processes","Reverse Osmosis and DM Water Process","3980","14","Baseline content depth achieved","industrial-processes/water-and-wastewater-treatment-processes/ro-and-dm-water-membrane-treatment-ro-stages-and-regeneration-reverse-osmosis-and-dm-water-process/index.html"
"Industrial Processes","Relief, Flare and Blowdown Process Fundamentals","3984","14","Baseline content depth achieved","industrial-processes/chemical-and-petrochemical-processes/process-support-systems/relief-and-flare/relief-flare-and-blowdown-process-fundamentals/index.html"
"Industrial Processes","Industrial Gas Handling and Compression Process","3990","14","Baseline content depth achieved","industrial-processes/chemical-and-petrochemical-processes/feed-and-storage-systems/gas-handling/industrial-gas-handling-and-compression-process/index.html"
"Industrial Processes","Wet FGD Process Flow","4101","14","Baseline content depth achieved","industrial-processes/air-pollution-control-processes/fgd-systems-wet-fgd-absorption-oxidation-and-gypsum-handling-wet-fgd-process-flow/index.html"
"Industrial Processes","Bag Filter Process in Cement Plants","4110","14","Baseline content depth achieved","industrial-processes/cement-manufacturing-process/environmental-systems/dust-collection/bag-filter-process-in-cement-plants/index.html"
"Industrial Processes","ESP Dust Collection Process","4117","14","Baseline content depth achieved","industrial-processes/air-pollution-control-processes/esp-systems-electrostatic-collection-charging-collection-and-rapping-esp-dust-collection-process/index.html"
"Industrial Processes","Cement Mill and Separator Process","4130","14","Baseline content depth achieved","industrial-processes/cement-manufacturing-process/cement-finishing/grinding/cement-mill-and-separator-process/index.html"
"Industrial Processes","Cement Packing and Dispatch Process","4130","14","Baseline content depth achieved","industrial-processes/cement-manufacturing-process/cement-finishing/packing/cement-packing-and-dispatch-process/index.html"
"Industrial Processes","Boiler Steam Generation Process","4137","14","Baseline content depth achieved","industrial-processes/power-generation-processes/coal-fired-thermal-power-plant/steam-water-cycle/boiler-steam-generation-process/index.html"
"Industrial Processes","Clinker Cooler and Clinker Handling Process","4139","14","Baseline content depth achieved","industrial-processes/cement-manufacturing-process/pyroprocessing/clinker-cooling/clinker-cooler-and-clinker-handling-process/index.html"
"Industrial Processes","Limestone Crushing and Conveying Process","4144","14","Baseline content depth achieved","industrial-processes/cement-manufacturing-process/raw-material-handling/limestone-handling/limestone-crushing-and-conveying-process/index.html"
"Industrial Processes","Bottom Ash Handling Process","4146","14","Baseline content depth achieved","industrial-processes/power-generation-processes/coal-fired-thermal-power-plant/ash-management/bottom-ash-handling-process/index.html"
"Industrial Processes","Fly Ash Handling Process","4146","14","Baseline content depth achieved","industrial-processes/power-generation-processes/coal-fired-thermal-power-plant/ash-management/fly-ash-handling-process/index.html"
"Industrial Processes","Gas Turbine Power Generation Process","4146","14","Baseline content depth achieved","industrial-processes/power-generation-processes/combined-cycle-power-plant/gas-turbine-cycle/gas-turbine-power-generation-process/index.html"
"Industrial Processes","Dust Control at Cement Transfer Points","4148","14","Baseline content depth achieved","industrial-processes/cement-manufacturing-process/environmental-systems/material-transfer/dust-control-at-cement-transfer-points/index.html"
"Industrial Processes","Combined-Cycle Power Plant Process Flow","4149","14","Baseline content depth achieved","industrial-processes/power-generation-processes/combined-cycle-power-plant/hrsg-and-steam-cycle/combined-cycle-power-plant-process-flow/index.html"
"Industrial Processes","Preheater, Calciner and Rotary Kiln Process","4149","14","Baseline content depth achieved","industrial-processes/cement-manufacturing-process/pyroprocessing/preheater-and-calciner/preheater-calciner-and-rotary-kiln-process/index.html"
"Industrial Processes","SCR and SNCR Process Flow","4149","14","Baseline content depth achieved","industrial-processes/air-pollution-control-processes/denox-systems-scr-and-sncr-reagent-injection-and-reaction-scr-and-sncr-process-flow/index.html"
"Industrial Processes","Bag Filter Dust Collection Process","4150","14","Baseline content depth achieved","industrial-processes/air-pollution-control-processes/dust-collection-baghouse-systems-capture-filtration-and-discharge-bag-filter-dust-collection-process/index.html"
"Industrial Processes","Steam Turbine and Condenser Process","4151","14","Baseline content depth achieved","industrial-processes/power-generation-processes/coal-fired-thermal-power-plant/steam-water-cycle/steam-turbine-and-condenser-process/index.html"
"Industrial Processes","DM Water Process for Power Plants","4165","14","Baseline content depth achieved","industrial-processes/power-generation-processes/power-plant-utilities/water-treatment/dm-water-process-for-power-plants/index.html"
"Industrial Processes","Solar Photovoltaic Power Plant Process Flow","4172","14","Baseline content depth achieved","industrial-processes/power-generation-processes/renewable-power-processes/solar-pv/solar-photovoltaic-power-plant-process-flow/index.html"
"Industrial Processes","Raw Mill and Raw Meal Blending Process","4173","14","Baseline content depth achieved","industrial-processes/cement-manufacturing-process/raw-material-handling/raw-meal-preparation/raw-mill-and-raw-meal-blending-process/index.html"
"Industrial Processes","FGD Process in Thermal Power Plants","4177","14","Baseline content depth achieved","industrial-processes/power-generation-processes/coal-fired-thermal-power-plant/flue-gas-cleaning/fgd-process-in-thermal-power-plants/index.html"
"Industrial Processes","Cooling Water Cycle in Thermal Power Plants","4178","14","Baseline content depth achieved","industrial-processes/power-generation-processes/power-plant-utilities/cooling-water/cooling-water-cycle-in-thermal-power-plants/index.html"
"Industrial Processes","DeNOx Process in Thermal Power Plants","4178","14","Baseline content depth achieved","industrial-processes/power-generation-processes/coal-fired-thermal-power-plant/flue-gas-cleaning/denox-process-in-thermal-power-plants/index.html"
"Industrial Processes","ESP Process in Thermal Power Plants","4181","14","Baseline content depth achieved","industrial-processes/power-generation-processes/coal-fired-thermal-power-plant/flue-gas-cleaning/esp-process-in-thermal-power-plants/index.html"
"Industrial Processes","Coal Handling Process in Thermal Power Plants","4194","14","Baseline content depth achieved","industrial-processes/power-generation-processes/coal-fired-thermal-power-plant/fuel-and-combustion-process/coal-handling-process-in-thermal-power-plants/index.html"
"Industrial Processes","Coal Milling and Pulverized Fuel Firing Process","4194","14","Baseline content depth achieved","industrial-processes/power-generation-processes/coal-fired-thermal-power-plant/fuel-and-combustion-process/coal-milling-and-pulverized-fuel-firing-process/index.html"
